PLAYER NAME,NATIONALITY,RUNS MADE TILL THAT YEAR 
Robiul Islam,Bangladesh,0(till2013),
Shamsur Rahman,Bangladesh,121(till2013),266(till2014),
Al-Amin Hossain,Bangladesh,3(till2014),4(till2015),
Arafat Sunny,Bangladesh,10(till2014),48(till2015),
Mohammad Mithun,Bangladesh,26(till2014),241(till2018),420(till2019),
Taskin Ahmed,Bangladesh,0(till2014),3(till2015),12(till2016),41(till2017),
Sabbir Rahman,Bangladesh,83(till2014),482(till2015),696(till2016),985(till2017),1054(till2018),1219(till2019),
Jubair Hossain,Bangladesh,0(till2014),5(till2015),
Soumya Sarkar,Bangladesh,20(till2014),692(till2015),724(till2016),967(till2017),1222(till2018),1467(till2019),
Taijul Islam,Bangladesh,0(till2014),0(till2015),21(till2016),
Liton Das,Bangladesh,124(till2015),165(till2017),505(till2018),584(till2019),
Mustafizur Rahman,Bangladesh,15(till2015),15(till2016),17(till2017),52(till2018),57(till2019),
Mosaddek Hossain,Bangladesh,180(till2016),288(till2017),341(till2018),407(till2019),
Nurul Hasan,Bangladesh,68(till2016),
Subashis Roy,Bangladesh,1(till2016),
Tanbir Hayder,Bangladesh,5(till2016),
Mehidy Hasan Miraz,Bangladesh,86(till2017),212(till2018),291(till2019),
Sunzamul Islam,Bangladesh,0(till2017),19(till2018),
Mohammad Saifuddin,Bangladesh,16(till2017),80(till2018),175(till2019),
Abu Hider,Bangladesh,1(till2018),
Najmul Hossain Shanto,Bangladesh,20(till2018),
Nazmul Islam,Bangladesh,7(till2018),
Fazle Mahmud,Bangladesh,0(till2018),
Ariful Haque,Bangladesh,0(till2018),
Abu Jayed,Bangladesh,0(till2019),
G Boycott,England,8(till1971),82(till1972),117(till1973),117(till1977),126(till1978),619(till1979),969(till1980),1082(till1981),
MC Cowdrey,England,1(till1971),
BL D'Oliveira,England,17(till1971),30(till1972),
JH Edrich,England,82(till1971),215(till1974),223(till1975),
KWR Fletcher,England,24(till1971),138(till1972),244(till1973),340(till1974),607(till1975),638(till1981),757(till1982),
JH Hampshire,England,10(till1971),48(till1972),
R Illingworth,England,1(till1971),5(till1973),
APE Knott,England,24(till1971),80(till1972),92(till1973),107(till1974),127(till1975),175(till1976),200(till1977),
P Lever,England,4(till1971),4(till1973),12(till1974),17(till1975),
K Shuttleworth,England,7(till1971),
JA Snow,England,2(till1971),7(till1972),7(till1973),9(till1975),
DL Amiss,England,168(till1972),302(till1973),322(till1974),615(till1975),708(till1976),859(till1977),
GG Arnold,England,11(till1972),28(till1973),30(till1974),48(till1975),
DB Close,England,49(till1972),
AW Greig,England,55(till1972),134(till1973),206(till1974),238(till1975),243(till1976),269(till1977),
RA Woolmer,England,9(till1972),9(till1974),21(till1976),
B Wood,England,19(till1972),149(till1975),187(till1976),221(till1978),314(till1982),
FC Hayes,England,38(till1973),128(till1975),
GRJ Roope,England,44(till1973),80(till1977),173(till1978),
DL Underwood,England,2(till1973),19(till1974),22(till1975),44(till1976),49(till1977),49(till1979),49(till1981),53(till1982),
MH Denness,England,66(till1973),139(till1974),264(till1975),
M Hendrick,England,1(till1973),2(till1975),3(till1976),3(till1977),5(till1978),6(till1979),6(till1980),6(till1981),
CM Old,England,25(till1973),69(till1974),197(till1975),278(till1977),313(till1978),331(till1979),337(till1980),338(till1981),
MJ Smith,England,50(till1973),70(till1974),
RW Taylor,England,11(till1973),37(till1974),60(till1975),60(till1977),72(till1978),104(till1979),113(till1982),120(till1983),130(till1984),
RGD Willis,England,9(till1973),9(till1974),16(till1977),16(till1978),43(till1979),43(till1980),46(till1981),48(till1982),69(till1983),83(till1984),
JA Jameson,England,28(till1973),60(till1975),
D Lloyd,England,8(till1973),201(till1974),250(till1975),284(till1978),285(till1980),
RD Jackman,England,0(till1974),14(till1976),20(till1980),36(till1981),54(till1983),
BW Luckhurst,England,15(till1975),
FJ Titmus,England,11(till1975),
GD Barlow,England,80(till1976),149(till1977),
IT Botham,England,21(till1976),53(till1977),133(till1978),278(till1979),434(till1980),593(till1981),781(till1982),1056(till1983),1147(till1984),1248(till1985),1299(till1986),1693(till1987),1730(till1989),1738(till1991),2113(till1992),
GA Gooch,England,40(till1976),134(till1978),450(till1979),747(till1980),905(till1981),1046(till1982),1335(till1985),1665(till1986),2505(till1987),2615(till1988),2996(till1989),3397(till1990),3641(till1991),4071(till1992),4206(till1993),4288(till1994),4290(till1995),
JK Lever,England,1(till1976),31(till1977),36(till1978),37(till1979),54(till1980),54(till1981),56(till1982),
DS Steele,England,8(till1976),
DW Randall,England,127(till1976),238(till1977),311(till1978),511(till1979),527(till1980),557(till1982),899(till1983),1048(till1984),1067(till1985),
JM Brearley,England,147(till1977),206(till1978),476(till1979),510(till1980),
P Willey,England,7(till1977),251(till1979),375(till1980),475(till1981),487(till1985),538(till1986),
G Miller,England,20(till1977),22(till1978),26(till1979),52(till1982),116(till1983),136(till1984),
PR Downton,England,0(till1977),71(till1984),165(till1985),193(till1986),212(till1987),242(till1988),
PH Edmonds,England,5(till1977),9(till1978),31(till1979),31(till1984),100(till1985),100(till1986),116(till1987),
MW Gatting,England,22(till1977),25(till1978),44(till1980),322(till1981),464(till1982),547(till1983),778(till1984),902(till1985),1004(till1986),1685(till1987),1991(till1988),2049(till1989),2095(till1993),
BC Rose,England,99(till1977),
GA Cope,England,0(till1977),1(till1978),
DI Gower,England,201(till1978),503(till1979),579(till1980),720(till1981),909(till1982),1995(till1983),2196(till1984),2427(till1985),2564(till1986),2905(till1987),3030(till1989),3116(till1990),3170(till1991),
CT Radley,England,250(till1978),
RW Tolchard,England,0(till1979),
DL Bairstow,England,56(till1979),155(till1980),176(till1981),206(till1984),
W Larkins,England,7(till1979),84(till1980),323(till1989),551(till1990),591(till1991),
GR Dilley,England,1(till1979),1(till1980),4(till1981),5(till1982),95(till1983),96(till1984),104(till1986),114(till1987),114(till1988),
JE Emburey,England,26(till1980),31(till1981),31(till1982),73(till1986),399(till1987),461(till1988),471(till1989),501(till1993),
GB Stevenson,England,29(till1980),43(till1981),
CJ Tavare,England,87(till1980),260(till1982),716(till1983),720(till1984),
VJ Marks,England,9(till1980),127(till1983),235(till1984),285(till1985),285(till1988),
CWJ Athey,England,83(till1980),225(till1986),844(till1987),848(till1988),
AR Butcher,England,14(till1980),
RO Butcher,England,52(till1980),58(till1981),
GW Humpage,England,11(till1981),
JD Love,England,61(till1981),
G Cook,England,14(till1981),104(till1982),106(till1983),
CJ Richards,England,0(till1981),3(till1982),11(till1986),140(till1987),154(till1988),
PJW Allott,England,5(till1982),13(till1983),15(till1985),
AJ Lamb,England,279(till1982),927(till1983),1266(till1984),1569(till1985),1755(till1986),2614(till1987),2723(till1988),3072(till1989),3494(till1990),3710(till1991),4010(till1992),
EE Hemmings,England,1(till1982),4(till1983),8(till1987),9(till1989),29(till1990),30(till1991),
DR Pringle,England,34(till1982),45(till1983),61(till1984),78(till1985),183(till1986),203(till1987),284(till1988),339(till1989),369(till1990),370(till1991),419(till1992),425(till1993),
NG Cowans,England,5(till1983),9(till1984),13(till1985),
TE Jesty,England,127(till1983),
IJ Gould,England,155(till1983),
G Fowler,England,360(till1983),508(till1984),714(till1985),744(till1986),
NA Foster,England,35(till1984),42(till1985),61(till1986),145(till1987),145(till1988),150(till1989),
CL Smith,England,109(till1984),
NGB Cook,England,0(till1984),0(till1987),0(till1989),
TA Lloyd,England,101(till1984),
RM Ellison,England,18(till1984),59(till1985),86(till1986),
RT Robinson,England,16(till1984),97(till1985),175(till1986),439(till1987),597(till1988),
JP Agnew,England,2(till1985),
CS Cowdrey,England,51(till1985),
MD Moxon,England,132(till1985),174(till1988),
BN French,England,11(till1985),32(till1987),34(till1988),
N Gifford,England,0(till1985),
CM Wells,England,22(till1985),
RJ Bailey,England,41(till1985),52(till1987),95(till1988),137(till1990),
PI Pocock,England,4(till1985),
LB Taylor,England,1(till1986),
JG Thomas,England,0(till1986),1(till1987),
WN Slack,England,43(till1986),
DM Smith,England,10(till1986),15(till1990),
MR Benson,England,24(till1986),
BC Broad,England,1047(till1987),1361(till1988),
PAJ DeFreitas,England,224(till1987),289(till1988),328(till1989),431(till1990),473(till1991),494(till1992),519(till1993),537(till1994),566(till1995),690(till1996),690(till1997),
GC Small,England,26(till1987),33(till1988),37(till1989),78(till1990),93(till1991),98(till1992),
DJ Capel,England,110(till1987),221(till1988),291(till1989),327(till1990),
NH Fairbrother,England,80(till1987),232(till1988),354(till1991),860(till1992),1204(till1993),1226(till1994),1341(till1995),1539(till1996),1595(till1998),2092(till1999),
JJ Whitaker,England,48(till1987),
RC Russell,England,2(till1987),2(till1988),37(till1989),235(till1990),261(till1991),381(till1996),383(till1997),423(till1998),
PW Jarvis,England,5(till1988),31(till1993),
NV Radford,England,0(till1988),
MA Lynch,England,8(till1988),
KJ Barnett,England,84(till1988),
RA Smith,England,9(till1988),312(till1989),787(till1990),933(till1991),1547(till1992),2068(till1993),2218(till1994),2419(till1996),
SJ Rhodes,England,9(till1989),85(till1994),107(till1995),
ARC Fraser,England,0(till1989),16(till1990),69(till1991),76(till1994),80(till1995),122(till1998),141(till1999),
AJ Stewart,England,120(till1989),376(till1990),497(till1991),1007(till1992),1278(till1993),1567(till1994),1665(till1995),2068(till1996),2689(till1997),3013(till1998),3378(till1999),3931(till2000),4100(till2001),4390(till2002),4677(till2003),
N Hussain,England,2(till1989),17(till1990),43(till1994),92(till1996),155(till1997),256(till1998),743(till1999),1206(till2000),1404(till2001),2205(till2002),2332(till2003),
CC Lewis,England,28(till1990),28(till1991),135(till1992),251(till1993),315(till1994),348(till1996),374(till1998),
DE Malcolm,England,7(till1990),9(till1993),9(till1994),
MA Atherton,England,99(till1990),335(till1991),801(till1994),1068(till1995),1472(till1996),1727(till1997),1791(till1998),
JE Morris,England,149(till1990),167(till1991),
MP Bicknell,England,64(till1990),96(till1991),
PCR Tufnell,England,2(till1990),10(till1991),13(till1992),15(till1994),15(till1997),
GA Hick,England,129(till1991),628(till1992),1038(till1993),1374(till1994),1571(till1995),2105(till1996),2214(till1997),2477(till1998),3271(till1999),3787(till2000),3846(till2001),
RK Illingworth,England,9(till1991),40(till1992),61(till1993),68(till1996),
MR Ramprakash,England,6(till1991),47(till1994),124(till1995),184(till1996),265(till1998),376(till2001),
DV Lawrence,England,0(till1991),
DA Reeve,England,0(till1991),118(till1992),225(till1993),241(till1994),291(till1996),
RJ Blakey,England,25(till1992),25(till1993),
DG Cork,England,0(till1992),11(till1993),11(till1994),25(till1995),92(till1996),132(till1997),174(till2001),180(till2002),
IDK Salisbury,England,2(till1993),7(till1994),
JP Taylor,England,1(till1993),
AR Caddick,England,3(till1993),23(till1994),35(till1997),77(till2000),145(till2001),185(till2002),249(till2003),
GP Thorpe,England,89(till1993),195(till1994),353(till1995),1019(till1996),1478(till1997),1482(till1998),1786(till1999),2025(till2000),2120(till2001),2380(till2002),
AP Igglesden,England,20(till1994),
MP Maynard,England,59(till1994),153(till1996),156(till2000),
SL Watkin,England,4(till1994),
D Gough,England,10(till1994),78(till1995),173(till1996),203(till1997),221(till1998),329(till1999),359(till2000),415(till2001),455(till2002),469(till2003),514(till2004),590(till2005),609(till2006),
SD Udal,England,17(till1994),35(till1995),35(till2005),
JE Benjamin,England,0(till1994),0(till1995),
C White,England,0(till1994),113(till1996),187(till1997),333(till2000),337(till2001),489(till2002),568(till2003),
JP Crawley,England,18(till1994),34(till1995),44(till1996),180(till1997),235(till1999),
PJ Martin,England,4(till1995),33(till1996),38(till1998),
AP Wells,England,15(till1995),
NMK Smith,England,100(till1996),
M Watkinson,England,0(till1996),
AD Brown,England,155(till1996),225(till1997),333(till1998),354(till2001),
MA Ealham,England,40(till1996),87(till1997),275(till1998),446(till1999),684(till2000),716(till2001),
RC Irani,England,69(till1996),78(till1997),293(till2002),360(till2003),
RDB Croft,England,15(till1996),101(till1997),180(till1998),300(till1999),310(till2000),345(till2001),
DW Headley,England,3(till1996),10(till1997),10(till1998),22(till1999),
NV Knight,England,277(till1996),522(till1997),1183(till1998),1620(till1999),1924(till2000),2446(till2001),3298(till2002),3637(till2003),
GD Lloyd,England,17(till1996),39(till1997),39(till1998),
AD Mullally,England,2(till1996),22(till1997),24(till1998),45(till1999),64(till2000),86(till2001),
AJ Hollioake,England,28(till1996),197(till1997),456(till1998),606(till1999),
CEW Silverwood,England,1(till1996),17(till1997),17(till2001),
AF Giles,England,0(till1997),7(till1998),17(till1999),31(till2000),38(till2001),95(till2002),159(till2003),255(till2004),385(till2005),
BC Hollioake,England,63(till1997),118(till1998),122(till1999),259(till2001),309(till2002),
DR Brown,England,44(till1997),99(till1998),124(till2006),319(till2007),
MV Fleming,England,42(till1997),139(till1998),
CJ Adams,England,28(till1998),71(till2000),
DL Maddy,England,1(till1998),113(till2000),
ID Austin,England,29(till1998),34(till1999),
MW Alleyne,England,76(till1999),151(till2000),
VJ Wells,England,141(till1999),
A Flintoff,England,100(till1999),306(till2000),450(till2001),847(till2002),1478(till2003),2111(till2004),2601(till2005),2703(till2006),3090(till2007),3391(till2008),3394(till2009),
CMW Read,England,70(till2000),154(till2003),239(till2004),300(till2006),
VS Solanki,England,96(till2000),373(till2003),722(till2004),1014(till2005),1097(till2006),
GP Swann,England,0(till2000),83(till2007),146(till2008),227(till2009),295(till2010),455(till2011),468(till2012),500(till2013),
ME Trescothick,England,441(till2000),883(till2001),1833(till2002),2700(till2003),3370(till2004),3923(till2005),4335(till2006),
PJ Franks,England,4(till2000),
AP Grayson,England,0(till2000),6(till2001),
MP Vaughan,England,42(till2001),295(till2002),882(till2003),1439(till2004),1730(till2005),1982(till2007),
PD Collingwood,England,189(till2001),585(till2002),996(till2003),1359(till2004),1791(till2005),2311(till2006),3375(till2007),3773(till2008),4478(till2009),4978(till2010),5092(till2011),
OA Shah,England,104(till2001),236(till2002),283(till2003),294(till2006),702(till2007),1288(till2008),1834(till2009),
JS Foster,England,11(till2001),41(till2002),
MJ Hoggard,England,0(till2001),5(till2002),10(till2003),10(till2005),17(till2006),
RJ Kirtley,England,1(till2001),2(till2002),2(till2003),2(till2004),
JN Snape,England,24(till2001),118(till2002),
RJ Sidebottom,England,2(till2001),27(till2007),51(till2008),133(till2009),133(till2010),
AJ Tudor,England,9(till2002),
ID Blackwell,England,185(till2002),255(till2003),291(till2004),344(till2005),403(till2006),
GJ Batty,England,3(till2002),3(till2003),4(till2004),6(till2006),30(till2009),
JM Anderson,England,7(till2002),28(till2003),41(till2004),52(till2005),85(till2006),106(till2007),126(till2008),147(till2009),159(till2010),199(till2011),204(till2012),237(till2013),259(till2014),273(till2015),
SJ Harmison,England,2(till2002),9(till2003),33(till2004),55(till2005),67(till2006),73(till2008),91(till2009),
R Clarke,England,66(till2003),99(till2004),144(till2006),
A McGrath,England,143(till2003),166(till2004),
JO Troughton,England,36(till2003),
RL Johnson,England,16(till2003),
RWT Key,England,11(till2003),54(till2004),
Kabir Ali,England,0(till2003),91(till2005),93(till2006),
AJ Strauss,England,3(till2003),658(till2004),1371(till2005),1963(till2006),2239(till2007),2886(till2009),3692(till2010),4205(till2011),
GO Jones,England,264(till2004),565(till2005),815(till2006),862(till2014),
SI Mahmood,England,1(till2004),83(till2006),85(till2007),85(till2009),
AG Wharf,England,16(till2004),19(till2005),
IR Bell,England,163(till2004),226(till2005),880(till2006),1960(till2007),2483(till2008),2622(till2010),3234(till2011),3783(till2012),4428(till2013),4907(till2014),5416(till2015),
KP Pietersen,England,104(till2004),888(till2005),1500(till2006),2389(till2007),3047(till2008),3179(till2009),3332(till2010),3903(till2011),4184(till2012),4440(till2013),
SP Jones,England,0(till2004),1(till2005),
MJ Prior,England,35(till2004),129(till2005),240(till2006),469(till2007),637(till2008),994(till2009),1066(till2010),1282(till2011),
J Lewis,England,7(till2005),16(till2006),50(till2007),
CT Tremlett,England,8(till2005),35(till2007),38(till2008),50(till2011),
LE Plunkett,England,94(till2005),200(till2006),295(till2007),295(till2010),315(till2011),414(till2015),445(till2016),516(till2017),582(till2018),593(till2019),
G Chapple,England,14(till2006),
JWM Dalrymple,England,356(till2006),487(till2007),
EC Joyce,England,31(till2006),471(till2007),777(till2011),935(till2012),1252(till2013),1277(till2014),1744(till2015),2110(till2016),2349(till2017),2622(till2018),
TT Bresnan,England,51(till2006),51(till2008),253(till2009),408(till2010),669(till2011),694(till2012),773(till2013),871(till2014),871(till2015),
AGR Loudon,England,0(till2006),
AN Cook,England,80(till2006),483(till2007),702(till2008),858(till2010),1458(till2011),2121(till2012),2681(till2013),3204(till2014),
SCJ Broad,England,9(till2006),156(till2007),284(till2008),338(till2009),372(till2010),392(till2011),415(till2012),430(till2013),470(till2014),510(till2015),529(till2016),
MH Yardy,England,30(till2006),49(till2007),170(till2010),326(till2011),
PA Nixon,England,297(till2007),
MS Panesar,England,26(till2007),
MB Loye,England,142(till2007),
RS Bopara,England,304(till2007),601(till2008),1037(till2009),1140(till2010),1560(till2011),1899(till2012),2216(till2013),2638(till2014),2695(till2015),
AD Mascarenhas,England,98(till2007),150(till2008),245(till2009),
LJ Wright,England,50(till2007),229(till2008),428(till2009),600(till2010),701(till2011),706(till2013),707(till2014),
P Mustard,England,89(till2007),233(till2008),
TR Ambrose,England,10(till2008),
SR Patel,England,116(till2008),306(till2011),407(till2012),482(till2013),
EJG Morgan,England,99(till2006),549(till2007),600(till2008),1107(till2009),1798(till2010),2241(till2011),2605(till2012),3165(till2013),3725(till2014),4692(till2015),5020(till2016),5801(till2017),6557(till2018),7034(till2019),
JL Denly,England,268(till2009),293(till2019),
AU Rashid,England,60(till2009),231(till2015),327(till2016),403(till2017),514(till2018),543(till2019),
IJL Trott,England,148(till2009),483(till2010),1798(till2011),2208(till2012),2819(till2013),
G Onions,England,1(till2009),
SM Davies,England,5(till2009),202(till2010),244(till2011),
C Kieswetter,England,320(till2010),809(till2011),1012(till2012),1054(till2013),
JC Tredwell,England,2(till2010),27(till2011),34(till2012),57(till2013),163(till2014),163(till2015),
A Shahzad,England,5(till2010),39(till2011),
CR Woakes,England,39(till2011),72(till2012),141(till2013),298(till2014),453(till2015),665(till2016),834(till2017),1039(till2018),1065(till2019),
ST Finn,England,62(till2011),77(till2012),96(till2013),106(till2014),131(till2015),136(till2017),
JW Dernbach,England,13(till2011),15(till2012),19(till2013),
SG Borthwick,England,18(till2011),
BA Stokes,England,30(till2011),87(till2013),282(till2014),544(till2015),1034(till2016),1650(till2017),1963(till2018),2306(till2019),
JWA Taylor,England,1(till2011),26(till2013),196(till2014),887(till2015),
JM Bairstow,England,90(till2011),119(till2012),260(till2015),458(till2016),992(till2017),2017(till2018),2329(till2019),
SC Meaker,England,2(till2011),
DR Briggs,England,0(till2012),
JC Buttler,England,0(till2012),298(till2013),1002(till2014),1644(till2015),2217(till2016),2505(till2017),3176(till2018),3549(till2019),
JE Root,England,626(till2013),1498(till2014),2221(till2015),3017(till2016),4000(till2017),4946(till2018),5351(till2019),
GS Ballance,England,0(till2013),261(till2014),297(till2015),
MA Carberry,England,108(till2013),114(till2014),
WB Rankin,England,15(till2007),16(till2008),16(till2009),25(till2010),34(till2011),35(till2012),40(till2013),40(till2014),58(till2016),59(till2017),65(till2018),85(till2019),
CJ Jordan,England,14(till2013),115(till2014),137(till2015),169(till2016),
MM Ali,England,421(till2014),797(till2015),942(till2016),1344(till2017),1621(till2018),1694(till2019),
MJ Lumb,England,165(till2014),
SD Parry,England,0(till2014),
HF Gurney,England,15(till2014),
AD Hales,England,126(till2014),579(till2015),1322(till2016),1857(till2017),2314(till2018),2419(till2019),
ZS Ansari,England,0(till2015),
JJ Roy,England,462(till2015),1109(till2016),1642(till2017),2536(till2018),2992(till2019),
JM Vince,England,0(till2015),104(till2016),131(till2018),225(till2019),
DJ Willey,England,40(till2015),84(till2016),127(till2017),245(till2018),279(till2019),
MA Wood,England,26(till2015),34(till2016),37(till2017),44(till2018),45(till2019),
SW Billings,England,90(till2015),152(till2016),248(till2017),271(till2018),
RJW Topley,England,6(till2015),7(till2016),
LA Dawson,England,10(till2016),14(till2018),
JT Ball,England,28(till2016),37(till2017),38(till2018),
BM Duckett,England,123(till2016),
TS Roland-Jones,England,37(till2017),
TK Curran,England,0(till2017),71(till2018),178(till2019),
C Overton,England,0(till2018),
SM Curran,England,17(till2018),
OP Stone,England,9(till2018),
JC Archer,England,7(till2019),
BT Foakes,England,61(till2019),
DJ Malan,England,24(till2019),
S Abid Ali,India,23(till1974),93(till1975),
BS Bedi,India,0(till1974),6(till1975),10(till1976),12(till1978),31(till1979),
FM Engineer,India,36(till1974),114(till1975),
SM Gavaskar,India,48(till1974),161(till1975),165(till1978),254(till1979),298(till1980),411(till1981),605(till1982),988(till1983),1138(till1984),1552(till1985),2357(till1986),3092(till1987),
S Madan Lal,India,5(till1974),25(till1975),46(till1976),52(till1981),106(till1982),259(till1983),281(till1984),299(till1985),362(till1986),401(till1987),
SS Naik,India,38(till1974),
BP Patel,India,94(till1974),119(till1975),180(till1976),243(till1979),
ED Solkar,India,3(till1974),24(till1975),27(till1976),
S Venkataraghavan,India,1(till1974),27(till1975),28(till1976),28(till1978),51(till1979),54(till1983),
GR Viswanath,India,36(till1974),75(till1975),131(till1976),148(till1978),254(till1979),331(till1980),430(till1981),439(till1982),
AL Wadekar,India,73(till1974),
GK Bose,India,13(till1974),
AV Mankad,India,44(till1974),
M Amarnath,India,1(till1975),30(till1976),115(till1978),131(till1979),202(till1982),670(till1983),676(till1984),740(till1985),1049(till1986),1082(till1987),1666(till1988),1924(till1989),
AD Gaekwad,India,59(till1975),75(till1976),169(till1978),223(till1979),245(till1983),257(till1984),269(till1987),
KD Ghavri,India,0(till1975),6(till1978),41(till1979),85(till1980),114(till1981),
SMH Kirmani,India,8(till1976),13(till1978),143(till1980),187(till1981),249(till1982),341(till1983),341(till1984),346(till1985),373(till1986),
PH Sharma,India,20(till1976),
DB Vengsarkar,India,59(till1976),96(till1978),140(till1979),194(till1980),536(till1981),763(till1982),951(till1983),1312(till1984),1744(till1985),2221(till1986),2839(till1987),3110(till1988),3417(till1989),3508(till1990),3508(till1991),
BS Chandrasekhar,India,11(till1976),
P Krishnamurthy,India,6(till1976),
R Sudhakar Rao,India,4(till1976),
S Amarnath,India,100(till1978),
CPS Chauhan,India,25(till1978),114(till1980),153(till1981),
N Kapil Dev,India,18(till1978),71(till1979),183(till1980),285(till1981),515(till1982),1042(till1983),1143(till1984),1406(till1985),1923(till1986),2371(till1987),2702(till1988),2940(till1989),3132(till1990),3267(till1991),3585(till1992),3726(till1993),3783(till1994),
Yashpal Sharma,India,11(till1978),156(till1980),280(till1981),479(till1982),828(till1983),869(till1984),883(till1985),
B Reddy,India,0(till1978),11(till1981),
SC Khanna,India,17(till1979),176(till1984),
KBJ Azad,India,34(till1980),126(till1981),182(till1983),238(till1984),269(till1986),
RMH Binny,India,49(till1980),192(till1981),233(till1982),406(till1983),521(till1984),552(till1985),629(till1986),629(till1987),
DR Doshi,India,2(till1980),9(till1981),9(till1982),
SM Patil,India,125(till1980),238(till1981),521(till1982),820(till1983),976(till1984),1005(till1986),
TE Srinivasan,India,6(till1980),10(till1981),
B Yograj Singh,India,0(till1980),1(till1981),
Randhir Singh,India,0(till1981),0(till1983),
RJ Shastri,India,19(till1981),49(till1982),260(till1983),539(till1984),989(till1985),1430(till1986),1785(till1987),2152(till1988),2323(till1989),2561(till1990),2844(till1991),3108(till1992),
K Srikkanth,India,17(till1981),314(till1982),624(till1983),773(till1984),1118(till1985),1866(till1986),2464(till1987),3082(till1988),3486(till1989),3540(till1990),3816(till1991),4091(till1992),
SV Nayak,India,0(till1981),3(till1982),
J Arun Lal,India,15(till1982),31(till1983),38(till1987),115(till1988),122(till1989),
AO Malhotra,India,143(till1982),332(till1983),457(till1986),
GAHM Parkar,India,12(till1982),54(till1983),165(till1984),
BS Sandhu,India,0(till1982),44(till1983),51(till1984),
Maninder Singh,India,0(till1983),4(till1984),15(till1986),33(till1987),47(till1988),49(till1989),49(till1993),
TAP Sekhar,India,0(till1983),0(till1985),
C Sharma,India,0(till1983),42(till1984),51(till1985),218(till1986),232(till1987),260(till1988),440(till1989),455(till1992),456(till1994),
RR Kulkarni,India,1(till1983),15(till1986),33(till1987),
M Prabhakar,India,0(till1984),4(till1985),197(till1987),279(till1989),413(till1990),486(till1991),625(till1992),1147(till1993),1522(till1994),1847(till1995),1858(till1996),
AK Patel,India,6(till1984),6(till1985),
RS Ghai,India,0(till1984),0(till1985),1(till1986),
KS More,India,0(till1984),7(till1986),100(till1987),186(till1988),311(till1989),384(till1990),435(till1991),551(till1992),563(till1993),
M Azharuddin,India,444(till1985),972(till1986),1489(till1987),1970(till1988),2252(till1989),2774(till1990),3003(till1991),3655(till1992),4424(till1993),5113(till1994),5399(till1995),6330(till1996),7434(till1997),8702(till1998),9110(till1999),9378(till2000),
S Viswanath,India,47(till1985),64(till1987),72(till1988),
LS Rajput,India,1(till1985),9(till1987),
L Sivaramakrishnan,India,3(till1985),5(till1986),5(till1987),
G Sharma,India,0(till1985),7(till1986),11(till1987),
NS Yadav,India,1(till1986),1(till1987),
CS Pandit,India,115(till1986),196(till1987),283(till1988),283(till1991),290(till1992),
R Lamba,India,289(till1986),509(till1987),517(till1988),783(till1989),
RP Singh,India,0(till1986),
B Arun,India,8(till1986),21(till1987),
NS Sidhu,India,276(till1987),739(till1988),1143(till1989),1488(till1990),1771(till1991),1773(till1992),2232(till1993),3117(till1994),3466(till1995),3948(till1996),4098(till1997),4413(till1998),
Arshad Ayub,India,10(till1987),76(till1988),110(till1989),116(till1990),
WV Raman,India,165(till1988),308(till1990),308(till1991),518(till1992),588(till1993),617(till1996),
AK Sharma,India,111(till1988),306(till1989),343(till1990),424(till1993),
SK Sharma,India,53(till1988),73(till1989),80(till1990),
SV Manjrekar,India,85(till1988),99(till1989),413(till1990),1059(till1991),1376(till1992),1405(till1994),1604(till1995),1994(till1996),
ND Hirwani,India,3(till1988),3(till1989),4(till1990),4(till1991),8(till1992),
VB Chandrasekhar,India,73(till1988),88(till1990),
RGM Patel,India,0(till1988),
M Venkataramana,India,0(till1988),
RR Singh,India,13(till1989),34(till1996),740(till1997),1138(till1998),1793(till1999),2320(till2000),2336(till2001),
SA Ankola,India,7(till1989),14(till1993),14(till1994),14(till1996),34(till1997),
V Razdan,India,19(till1989),23(till1990),
SR Tendulkar,India,0(till1989),239(till1990),656(till1991),1360(till1992),1679(till1993),2768(till1994),3212(till1995),4823(till1996),5834(till1997),7728(till1998),8571(till1999),9899(till2000),10803(till2001),11544(till2002),12685(till2003),13497(till2004),13909(till2005),14537(till2006),15962(till2007),16422(till2008),17394(till2009),17598(till2010),18111(till2011),18426(till2012),
SLV Raju,India,4(till1990),9(till1991),27(till1992),28(till1993),29(till1994),29(till1995),32(till1996),
AS Wassan,India,33(till1990),33(till1991),
Gursharan Singh,India,4(till1990),
A Kumble,India,0(till1990),0(till1991),18(till1992),96(till1993),148(till1994),171(till1995),318(till1996),442(till1997),506(till1998),566(till1999),716(till2000),724(till2001),794(till2002),860(till2003),886(till2004),930(till2005),933(till2006),938(till2007),
SP Mukherjee,India,2(till1990),2(till1991),
VG Kambli,India,93(till1991),122(till1992),806(till1993),1522(till1994),1741(till1995),2003(till1996),2136(till1997),2225(till1998),2305(till1999),2477(till2000),
J Srinath,India,24(till1991),68(till1992),82(till1993),100(till1994),176(till1995),443(till1996),508(till1997),628(till1998),749(till1999),818(till2000),837(till2001),855(till2002),883(till2003),
PK Amre,India,130(till1991),374(till1992),494(till1993),513(till1994),
ST Banerjee,India,13(till1991),49(till1992),
SC Ganguly,India,3(till1992),272(till1996),1610(till1997),2938(till1998),4705(till1999),6284(till2000),7097(till2001),8211(till2002),8967(till2003),9914(till2004),10123(till2005),11363(till2007),
